Elevation,Slope,H.dist,V.dist,D.Road,Shade9,Shade12,Shade3,D.Fire,Type
3044,7,446,75,5365,226,226,134,1050,2
3141,17,750,100,1050,241,235,117,2059,2
2735,16,0,0,1448,203,205,136,2499,2
2654,14,180,-13,1789,217,207,122,1593,2
3100,14,95,17,2362,238,215,106,1203,1
2712,24,150,25,1597,240,187,65,408,2
3233,14,270,79,4636,182,241,198,3345,1
3110,14,85,12,2154,239,214,102,2032,1
2744,18,60,33,1235,210,199,119,2037,1
3070,14,228,19,4953,237,215,106,1898,2
3302,19,30,7,983,246,228,102,1269,7
3002,21,124,43,4289,155,230,213,2248,2
3213,3,153,-16,4360,222,233,146,979,1
3119,17,60,3,6323,240,236,119,2252,1
2846,16,524,287,1320,188,251,199,1054,2
2365,27,175,113,1338,235,176,55,1159,3
2922,9,90,15,3610,196,241,184,4869,2
3034,9,540,148,5979,197,243,185,5179,2
3034,24,300,83,1571,217,248,151,1209,2
3180,14,890,5,3029,243,228,111,2802,2
2892,18,67,23,706,246,209,85,1766,2
3142,19,467,88,5633,239,238,120,1470,2
2704,4,67,2,895,218,231,151,1495,1
3303,5,85,8,5421,207,233,165,510,1
3207,11,430,35,3187,215,217,137,2759,1
3203,5,417,21,5032,227,231,138,2337,2
3123,11,300,51,3450,213,217,140,4899,1
2743,23,418,216,983,218,182,88,859,2
2618,16,60,-3,1387,244,229,109,5142,2
3066,4,127,-3,2353,225,239,150,2058,1
2985,8,30,3,2460,226,223,131,2166,2
3015,18,42,0,1965,200,254,185,270,2
3079,11,60,13,2477,190,240,189,1986,2
3146,9,324,33,3977,233,225,125,3218,2
2799,15,90,23,1423,216,206,123,2553,2
3450,21,391,26,2124,251,211,78,2765,1
3273,4,85,5,3772,224,232,144,2190,1
2800,12,30,5,1742,238,222,113,1663,2
2902,21,301,97,331,245,201,76,1362,1
3282,18,242,59,3976,170,223,192,1325,1
2952,8,150,10,4533,223,223,135,3565,2
3272,36,525,159,930,207,139,38,1832,2
3207,21,335,47,5347,249,206,74,2790,2
2813,4,371,37,2259,212,233,159,2355,2
2759,3,379,1,2539,211,241,168,5883,2
3257,7,426,58,497,202,234,171,1298,1
3034,9,170,8,854,224,221,131,2002,2
3011,14,446,87,4354,213,208,129,2122,2
3352,24,120,40,2363,249,195,60,2101,7
3349,35,212,92,932,114,182,196,1477,1
2343,25,42,17,95,147,208,197,361,3
2982,7,457,26,1492,201,233,171,1361,2
3185,16,720,10,4109,215,205,121,4026,1
2273,33,306,-16,598,246,165,21,513,3
2697,9,180,22,2162,204,225,159,5009,2
2336,1,0,0,457,219,237,154,1449,4
2842,9,234,26,3271,229,222,126,2911,2
2727,13,524,127,1500,240,220,109,2396,2
2515,10,108,7,1263,214,220,142,4353,2
3034,8,108,6,1338,231,225,127,2632,2
2960,22,484,177,1956,235,190,75,2220,1
3176,20,256,72,2832,242,200,79,1531,1
3236,25,430,139,3097,211,249,158,769,1
2865,16,256,64,3001,246,224,102,2296,2
2461,16,234,55,459,176,224,187,1392,2
3163,17,351,80,2984,230,201,98,875,1
3057,15,450,30,3604,218,207,121,4844,1
2990,7,324,46,234,205,246,179,1366,2
3226,13,268,59,2672,242,227,113,882,1
2533,22,306,90,953,238,191,74,1082,2
3143,10,300,89,3586,205,222,154,1600,1
3059,9,180,11,3784,235,236,131,309,2
3191,10,342,51,636,237,233,-9999,2440,1
2995,11,30,0,4144,234,240,136,2370,2
3276,5,360,34,5764,206,235,168,658,1
3257,9,626,66,3643,227,221,127,2493,1
2988,8,210,16,5021,215,224,146,4649,1
3427,27,295,0,2502,252,213,70,1022,7
3320,24,828,170,1410,180,186,137,1664,7
3073,16,108,13,2239,242,212,96,1290,1
2654,7,300,11,1214,232,230,131,5800,2
2270,35,175,80,1190,102,202,229,408,3
2899,24,306,83,808,229,183,74,607,2
3234,21,313,20,808,242,234,110,2452,2
2685,22,382,-38,2850,176,196,154,2496,1
2996,12,180,33,1519,236,217,110,1892,2
2936,21,234,100,875,178,253,207,659,2
3019,14,124,31,2102,240,215,102,2789,1
3238,2,492,59,4586,215,240,163,2764,1
2955,15,0,0,5854,211,206,128,3522,1
3381,17,488,84,2324,200,203,136,1608,1
2956,20,234,116,886,248,224,94,1216,1
3185,23,319,84,255,160,247,220,2297,1
2583,19,120,41,283,172,214,180,1770,2
2932,14,42,6,5609,243,220,103,1387,2
2965,1,365,68,4030,216,237,159,5393,2
3267,14,150,31,2175,197,214,154,2595,1
3025,6,30,-1,3376,230,236,139,1342,1
3342,20,459,127,2125,206,192,115,2058,1
3162,16,95,21,2461,175,239,203,1087,1
2763,11,488,-24,702,205,218,149,824,2
2665,10,360,-16,1518,234,222,119,5839,2
2204,20,30,9,446,174,250,211,1279,3
3361,11,469,76,1819,239,232,122,1865,1
3157,10,242,25,1183,203,249,183,1838,2
3132,10,150,6,6350,235,222,118,2418,2
3272,20,42,-7,1752,238,196,80,872,7
2907,27,192,72,859,168,252,210,732,2
2874,13,30,4,1170,200,214,151,1931,1
3106,22,240,10,931,250,205,72,930,1
2475,16,0,0,541,191,211,157,847,6
2698,9,175,44,2188,220,220,135,2044,6
2895,10,85,2,2888,197,227,169,1689,1
2835,16,85,9,2697,225,202,107,2761,2
3037,4,285,78,1224,218,232,150,2005,2
3136,19,30,-2,5273,228,195,92,1073,1
3116,11,212,10,3676,235,220,115,3880,1
2647,14,127,26,2016,197,215,155,2279,6
3198,14,30,-5,1816,239,216,105,1639,1
2978,25,384,52,1693,236,236,115,1214,2
3005,15,300,45,997,242,216,99,2496,2
2847,12,150,39,4164,192,225,172,5173,2
2647,17,175,81,638,179,217,176,2054,2
3162,16,234,45,5740,190,252,197,3095,2
2400,24,60,13,607,253,206,67,391,3
3248,15,420,20,2830,220,206,117,1099,1
2633,25,390,203,850,144,211,203,1254,2
3053,16,690,36,1294,175,227,191,828,2
3023,16,42,11,2279,198,253,189,1054,2
3252,10,830,136,2130,237,228,121,2518,1
3054,7,175,21,5558,208,246,176,2090,2
3369,9,677,40,1041,236,230,126,4257,1
3149,10,212,33,532,238,226,119,2263,1
2456,25,170,69,815,145,210,201,1350,2
2861,27,134,71,488,243,181,50,541,1
3166,2,42,0,5061,213,237,162,2729,1
2945,11,192,22,551,235,222,117,1683,2
3375,15,767,-9999,691,244,228,109,60,7
3060,11,700,56,5916,188,241,193,4147,2
3238,8,192,38,3056,229,242,-9999,216,1
3083,11,481,21,2573,189,237,188,1173,1
2991,7,418,87,4787,227,226,134,3754,2
2996,23,124,48,335,221,183,84,1537,2
3157,20,234,55,782,250,219,89,607,2
3083,10,503,66,1570,203,250,183,886,2
2408,34,30,8,571,133,243,232,1061,3
2791,24,60,39,3638,163,195,166,5809,1
3205,23,382,114,256,252,215,78,3104,1
2868,13,603,36,450,242,224,109,1182,2
3106,3,277,69,2395,224,239,151,1226,1
2747,4,180,24,2394,222,230,143,6790,2
2615,5,283,64,845,221,228,143,660,2
3157,4,644,111,5282,213,232,156,960,2
2745,22,212,17,1061,233,188,76,781,2
2028,13,366,61,433,242,226,-9999,277,3
2673,10,382,73,1075,231,220,121,2546,2
3274,20,467,15,1516,231,193,86,4956,1
3031,4,467,47,3149,224,232,-9999,636,2
2929,6,190,26,4532,213,229,153,5972,2
3136,8,295,36,3465,216,222,142,2845,1
2618,13,192,62,1256,231,244,141,1302,3
3332,20,433,102,4897,178,205,163,2941,1
2952,9,175,15,3959,221,247,160,2133,2
3291,6,0,0,5671,231,236,138,702,1
3496,9,558,215,1291,210,223,150,1802,7
2985,13,182,-13,4816,235,241,135,3092,2
3509,16,841,224,2424,245,219,98,1209,1
2922,4,210,6,4761,224,239,151,1924,2
3295,20,618,93,2630,208,253,171,1384,2
2890,13,335,64,902,212,212,135,1574,2
2748,6,124,22,1492,207,231,164,1922,2
2969,8,443,100,1436,201,231,169,2456,2
3117,6,342,62,3538,229,238,143,960,1
3163,9,124,2,2440,222,220,132,2638,1
3138,10,95,22,511,235,237,132,2190,1
3173,17,90,7,616,240,237,121,2226,1
2787,33,90,-38,218,233,156,29,2312,5
3261,9,750,160,6159,201,247,184,2520,2
3420,11,992,71,3264,216,250,167,1290,7
3205,15,270,42,2848,223,249,156,994,2
2604,16,150,52,2813,215,204,-9999,892,2
2618,12,0,0,1682,238,236,126,1345,2
3150,13,190,42,1812,238,238,128,3263,1
3206,24,192,45,2524,252,205,67,3084,1
3089,18,342,72,2694,168,229,200,842,1
3107,12,256,89,4891,211,215,140,2099,1
2994,6,95,12,2746,228,229,136,785,1
2681,17,216,98,933,201,202,135,2318,2
2969,17,339,106,1050,174,224,189,997,2
2785,23,127,63,3483,249,223,90,5863,2
2918,6,306,71,1651,229,239,144,2171,2
3047,13,525,184,6482,230,244,144,3852,2
3182,5,323,49,4651,208,233,-9999,2402,2
2894,12,295,81,1627,221,249,159,2023,2
3084,15,408,31,2574,211,208,130,2787,2
2939,17,362,6,1973,199,204,139,2975,2
2938,7,330,83,592,233,230,130,934,2
2249,33,210,154,735,112,214,232,997,6
2624,17,108,28,3188,246,222,99,2362,2
2558,19,60,10,900,170,214,182,430,2
2533,11,90,-9,1222,237,235,127,1470,3
3096,12,60,0,3495,238,222,112,5183,1
3270,12,295,45,871,190,228,178,1650,1
2930,23,297,81,685,211,183,-9999,571,2
2878,16,481,121,1326,205,253,179,1566,2
2522,20,60,12,1290,222,192,97,1500,6
2740,29,85,45,1243,131,207,210,547,2
3047,7,518,50,2795,214,226,149,999,1
3282,10,335,66,499,224,219,129,939,2
3057,6,601,53,5783,224,226,137,3985,1
2658,17,234,66,875,208,201,125,3000,2
2974,15,696,133,1579,223,207,-9999,2826,2
3139,14,153,6,2037,182,226,183,934,1
2530,18,30,6,1471,247,225,100,1381,3
2818,9,30,0,1055,223,220,131,1867,2
3318,13,390,124,3532,213,210,132,2001,7
3000,21,600,366,1699,158,228,208,1718,2
3188,8,330,27,1189,210,248,174,1943,1
2823,11,124,26,3108,216,216,135,4805,2
3252,2,201,63,242,217,234,154,1492,1
2732,19,120,52,2992,194,198,138,6336,2
3089,24,240,13,2848,222,181,81,1142,1
2972,9,297,55,5227,233,226,125,2616,2
2984,13,484,-50,859,240,219,107,1584,2
3095,14,277,1,2282,213,209,129,1556,1
3373,23,457,25,612,153,239,222,1022,1
2897,13,124,17,3264,212,213,135,4539,2
3176,15,661,-30,649,238,239,126,1954,2
3375,15,30,6,1714,219,207,119,1879,7
3094,30,134,28,1253,186,163,99,636,1
3232,15,60,12,5917,239,211,98,600,1
2385,18,234,94,1261,247,223,97,1019,3
2989,19,201,52,1019,249,217,88,1110,1
2948,17,30,16,1604,175,217,180,582,2
2927,6,240,30,4142,229,230,-9999,3961,2
3279,10,67,5,5283,235,222,118,192,1
3272,3,175,9,902,214,234,158,2295,1
2874,8,300,19,3004,214,224,147,2533,1
3095,7,390,-25,2143,209,246,175,1768,2
2819,15,450,64,1549,225,206,111,631,2
2958,18,513,77,1805,214,199,115,3042,2
2992,9,95,25,4226,200,227,166,1182,1
3414,8,342,85,1126,228,225,130,3955,1
2534,15,268,43,1383,202,208,140,1050,6
2754,8,42,4,994,206,226,158,2137,2
2930,9,659,82,2708,226,245,152,1782,2
2839,16,362,105,120,210,204,127,942,2
3301,13,741,26,2219,184,233,190,866,1
2954,23,524,305,1829,158,245,221,1624,2
3005,2,295,42,4014,222,236,151,1302,2
3087,7,362,69,1455,212,247,171,1380,1
2954,5,365,90,1733,210,244,172,1170,2
2556,10,390,53,1080,230,220,122,1489,2
3224,1,342,11,6103,217,240,160,1054,1
3018,16,120,23,1113,215,205,121,2420,1
2533,3,256,12,255,225,238,149,1366,2
3245,8,210,30,2724,227,244,149,2583,7
2461,11,513,208,920,196,248,190,553,6
2939,12,351,33,5511,189,246,195,5084,2
2816,22,67,17,2373,152,231,216,1530,1
3225,11,309,23,2376,209,219,147,1544,1
3182,11,30,8,2024,221,215,127,4373,1
3198,0,570,86,1200,217,238,158,2074,2
2693,16,150,43,1026,192,208,151,1978,2
3162,7,124,-3,774,204,230,164,1198,1
3189,19,150,13,1415,248,215,88,1316,2
3054,8,751,227,1383,230,226,128,837,1
2670,18,127,39,1928,192,203,146,4502,2
2741,12,300,16,1100,191,227,175,1920,2
3058,15,201,63,2489,176,240,202,1620,2
2154,21,90,-4,404,236,240,124,503,3
3065,13,636,145,3161,191,249,196,1939,1
3175,13,297,97,255,241,232,118,2704,1
2639,23,42,8,2072,233,187,74,886,2
3076,17,90,-7,1772,230,203,100,3046,1
2909,12,30,7,1342,228,214,117,1500,2
2767,22,162,-30,150,239,193,73,866,2
3076,17,532,-14,1476,202,201,133,3487,1
2942,9,0,0,3871,232,224,125,1172,2
3179,3,134,11,2779,214,241,-9999,1235,1
3318,9,190,23,1710,195,244,187,1677,1
3172,22,564,131,949,163,206,179,1783,1
2962,13,466,0,3357,225,211,117,5936,1
2757,8,150,19,1012,206,228,160,2065,2
3240,15,994,115,2160,206,209,138,2177,7
3077,21,720,17,1426,227,191,89,2135,1
3215,15,361,110,1293,241,214,99,2424,1
1972,36,30,18,85,175,141,80,268,3
2813,22,210,91,2347,158,243,220,366,2
3227,7,323,16,1528,229,228,133,1158,1
3159,12,30,13,5219,205,215,147,1025,1
3362,8,0,0,4500,234,234,131,4334,7
3174,30,247,61,810,253,186,37,1648,1
3184,18,510,66,3021,240,205,90,812,1
3275,19,201,37,3711,228,195,92,2825,1
2749,12,150,29,1480,238,221,111,2162,2
2881,9,480,135,607,214,220,141,2301,2
3015,19,134,35,426,163,238,213,1637,2
2935,3,319,16,3817,224,236,147,4665,2
2232,32,301,209,458,171,157,107,309,3
3011,37,313,-101,511,240,150,0,1490,1
2525,7,256,-10,600,227,225,132,541,2
3347,15,582,120,1929,177,226,189,3118,1
3121,6,95,-4,812,229,229,134,1976,1
2770,10,190,26,511,227,218,124,2689,2
3272,16,631,121,3200,179,248,206,886,1
3144,13,400,98,351,242,224,109,1869,2
3400,11,242,51,2919,223,217,127,1452,7
2755,10,350,60,1771,197,228,170,2424,6
3052,16,301,27,4773,176,225,188,2850,1
2932,7,240,29,3100,216,247,166,1549,2
3083,17,698,167,4365,238,205,92,3940,1
3046,20,85,24,4842,250,214,82,268,1
3032,15,190,65,792,242,216,100,666,1
2701,14,201,48,1837,242,231,114,1084,2
2926,18,108,-4,2563,168,236,208,30,2
3308,21,170,68,5191,247,202,75,95,1
3174,20,150,22,3094,242,200,78,2140,1
3212,9,443,28,300,209,224,153,1964,1
3256,17,690,-18,2318,178,217,178,702,1
2945,10,330,51,4529,231,221,121,1818,2
2407,25,134,23,722,253,205,65,1284,3
3239,13,175,21,4504,226,247,150,2486,1
2789,12,180,5,2317,230,214,115,1276,2
2998,10,443,82,5436,208,250,178,1739,2
2628,9,313,81,1500,204,225,160,1717,3
2978,9,268,46,4433,218,221,138,5161,2
3077,7,85,-1,3788,217,225,144,987,1
2897,14,551,179,2557,243,219,102,379,1
2850,21,330,153,872,237,194,78,1073,2
3004,13,162,36,3055,242,225,110,6626,1
2531,20,85,15,1337,175,206,168,1260,6
3053,23,192,31,5029,217,184,91,2673,1
3157,10,618,76,1498,219,218,134,2687,1
2554,7,569,73,977,233,233,133,1262,3
3195,8,360,20,600,198,236,177,1120,2
3133,10,108,11,2017,233,240,137,3137,1
3300,12,342,21,3947,234,241,136,1908,7
2025,29,175,3,170,154,179,154,297,3
2985,9,488,70,2790,197,231,174,1595,2
3161,18,408,92,4966,222,197,103,3092,1
2529,10,150,19,510,198,228,169,218,2
3203,16,228,45,2547,243,232,112,702,1
2847,21,404,135,470,177,252,208,1936,2
3051,13,150,27,3960,193,220,166,2270,2
3172,9,420,131,1107,232,224,125,1279,2
3009,3,319,32,4756,225,237,147,150,2
3139,6,134,-1,4648,227,228,136,1939,1
3041,10,511,69,5556,201,224,162,3829,1
2289,11,268,44,751,219,215,129,524,3
3149,14,306,19,1832,230,210,110,3112,2
3103,7,0,0,2904,228,241,146,3357,1
3079,15,85,9,5303,226,207,112,2799,1
2897,16,242,28,2430,200,253,187,2272,2
3183,4,30,2,4295,225,239,149,872,1
3252,11,342,57,525,190,230,179,277,1
2646,14,42,6,1116,230,245,143,691,3
2265,25,108,69,745,150,202,187,592,6
2884,14,134,20,2979,226,209,114,2608,2
3297,8,150,7,3279,220,221,137,1911,1
2636,12,268,67,1249,230,216,117,1290,2
2316,13,30,5,1187,184,233,189,1409,6
3250,2,558,137,4868,218,233,152,2837,1
3163,16,127,18,2419,246,225,103,3046,1
2727,26,268,-25,1230,150,200,184,2006,6
2947,9,120,20,4668,215,220,141,4066,1
3030,31,85,22,4513,156,169,139,1121,1
3510,12,408,76,2777,240,222,110,1936,1
2791,29,42,20,2068,145,246,228,1406,1
2911,31,300,141,626,127,196,201,1158,1
3347,11,541,72,2084,208,218,146,1315,1
3109,8,319,0,3730,218,222,140,3776,1
2841,31,124,60,2321,127,235,238,1666,1
3227,3,351,145,2588,225,237,-9999,1348,1
2778,22,60,14,2942,181,194,146,400,2
3219,8,335,35,319,203,230,166,1290,1
2344,35,228,119,469,254,180,22,1826,4
2540,26,0,0,1521,189,175,113,582,3
3180,16,577,159,895,183,217,172,1865,1
3005,5,270,66,2367,228,234,140,2469,2
3322,20,510,165,1239,247,206,79,1064,7
2599,10,30,0,2173,212,219,144,1235,1
2751,16,192,23,1739,243,232,113,2516,2
2548,10,443,35,957,197,227,169,997,2
3164,12,888,91,1600,201,217,154,2640,1
2922,14,691,273,993,236,211,103,579,2
3195,24,285,-39,1500,252,212,73,2358,1
3154,17,127,16,1032,212,252,170,4741,2
2919,7,331,19,5448,207,246,176,4053,2
3011,11,400,-8,1620,231,218,119,1218,2
3360,11,418,78,2051,190,240,190,3037,1
3031,11,175,33,1061,222,217,128,2809,2
3040,17,240,29,1101,245,212,89,957,2
2984,12,256,7,1786,189,227,177,1758,2
2744,16,42,4,1337,233,206,100,2073,2
2883,30,210,56,5562,245,175,38,4472,2
2358,16,30,7,474,215,205,121,547,3
2786,28,306,119,331,232,172,55,1872,5
2787,7,509,75,2951,210,227,156,1395,2
2848,7,361,67,2291,203,234,170,2320,2
3063,5,67,6,3975,212,229,155,624,1
3119,16,108,9,3944,245,228,108,3078,1
2345,17,201,36,1357,189,209,157,430,3
2772,15,30,-1,541,243,232,114,242,2
3127,4,124,-4,513,209,239,168,2531,1
2608,26,150,49,1103,138,215,213,636,6
3247,7,384,152,5060,219,225,142,1860,1
2308,12,180,46,297,228,245,148,430,3
3163,21,339,118,3119,249,221,90,2826,1
3152,10,85,10,3298,237,233,127,4319,1
3149,17,402,94,3099,187,252,200,272,2
3099,32,127,40,1353,210,153,56,459,1
3123,7,175,14,6650,231,237,138,2532,2
2833,24,600,288,1158,160,248,221,1653,2
3138,15,417,-9999,3803,232,209,106,876,2
3063,11,450,13,4690,207,217,-9999,573,2
2752,4,0,0,1974,226,234,143,2858,2
2942,9,362,36,5515,202,247,183,5017,2
2808,12,30,10,3371,194,224,169,6427,2
3091,10,1276,206,3157,223,247,156,1291,2
2992,3,120,3,1661,215,234,156,1565,2
3075,23,170,33,3035,252,211,74,2743,1
2876,13,150,21,3599,212,211,134,5449,2
2828,17,60,19,2522,170,225,194,1400,2
3062,12,228,-8,2214,185,239,194,1253,1
2414,19,210,56,878,238,199,85,1296,6
2588,13,420,42,577,232,213,111,2814,2
3181,17,371,44,2147,193,207,149,685,1
3246,6,579,67,4756,207,245,176,2785,1
2356,13,30,7,1261,232,214,112,607,3
2987,6,30,1,4014,209,229,159,730,1
3156,25,240,75,4569,144,224,217,1337,1
2649,13,60,11,1471,229,211,113,648,2
2930,12,497,148,1328,204,218,150,2250,2
2660,20,247,54,2673,199,193,124,2502,2
3251,20,162,35,2451,232,195,87,1282,1
3143,14,95,11,1399,226,208,112,2518,1
3109,7,60,3,3990,228,241,146,1320,1
3356,24,750,180,3443,193,254,186,2652,1
3046,16,488,24,1123,204,204,133,1914,1
3084,4,30,2,5050,208,237,168,721,1
2347,8,234,56,1282,232,226,127,350,3
3015,18,376,50,3378,181,211,166,1982,1
2810,20,60,11,2403,160,234,212,1557,1
3113,16,408,22,1507,197,206,144,3546,1
2549,9,313,41,731,218,220,138,875,2
3120,10,127,1,2442,220,218,132,1338,1
3023,8,30,1,1489,234,234,132,600,2
2393,26,247,123,1154,198,252,174,446,6
3059,9,108,4,1974,205,225,158,1383,1
2983,22,404,44,3274,162,207,182,1953,1
3017,5,124,-10,840,215,230,152,1666,1
3068,12,30,5,1932,193,221,167,1885,1
2919,4,450,3,4885,216,232,153,3195,1
2453,29,134,74,433,250,213,68,1183,3
2495,9,67,2,511,209,222,151,1371,6
3305,26,234,69,2550,253,206,63,2644,1
2710,6,150,27,1828,226,227,135,6303,2
3269,10,30,5,3565,192,243,190,1680,1
3090,6,408,57,330,206,231,164,1176,2
2974,12,60,3,4073,240,233,122,1121,2
2945,19,421,45,5561,186,254,201,4092,2
3112,12,558,59,3209,200,250,187,1874,2
3207,21,153,28,1597,197,192,126,330,1
2158,24,60,10,997,165,195,164,700,3
2820,11,404,32,1027,228,216,120,1410,1
2798,20,60,4,4501,243,233,109,4957,2
3291,16,781,88,1945,211,203,124,764,1
2933,14,860,217,362,190,219,167,1468,2
3196,18,738,-27,969,234,200,91,1874,2
2298,20,134,40,210,165,214,187,977,2
3228,16,524,112,2516,244,230,109,2724,1
2856,10,384,45,1639,217,219,137,3021,1
2913,12,30,-8,4452,223,214,124,1811,2
2703,12,60,6,1964,240,230,117,283,3
3383,11,537,109,1167,218,216,133,2714,1
2394,7,30,2,518,203,244,179,641,6
2743,24,247,140,1559,252,209,70,1026,2
2864,12,42,9,277,237,238,129,1091,5
2583,26,30,16,492,164,185,153,2010,2
3256,9,474,58,1065,221,219,-9999,1584,1
3241,22,400,150,3795,231,242,130,499,2
2921,16,124,32,1770,246,220,98,2024,2
1951,16,30,9,330,218,202,116,576,6
2405,10,108,1,0,229,244,145,201,6
3143,6,95,4,5006,216,228,149,2793,2
3277,7,134,9,3750,221,224,139,2151,1
3341,15,592,62,4186,229,246,145,2145,7
2369,20,309,62,977,240,199,81,953,3
3200,8,95,-24,2725,229,223,127,2293,1
3003,6,339,19,3913,224,228,138,1795,2
2483,4,390,6,870,226,233,142,4032,2
3031,21,360,111,1080,241,235,113,3015,2
2710,12,60,8,2605,241,229,116,4803,2
2813,40,175,66,2391,83,195,236,618,2
3260,9,361,84,3290,229,243,145,2997,1
3058,8,677,78,1543,218,223,140,2552,2
2891,9,60,12,5056,228,221,125,1260,2
3261,16,67,9,4521,174,233,198,726,1
3014,22,150,50,741,235,190,76,661,1
3073,13,404,4,2117,190,248,196,2514,2
3263,10,742,190,6189,207,250,178,2028,2
3280,4,30,0,3973,220,231,147,3772,7
2742,5,323,39,2376,227,232,140,5644,2
2873,0,30,0,5201,219,238,156,4302,1
3253,23,335,125,1476,234,187,73,2230,2
3090,11,242,38,3995,236,238,131,513,2
3142,14,700,72,3543,219,207,121,2962,2
3253,6,330,75,845,222,226,139,1768,1
3112,22,319,62,3530,156,220,201,1381,1
2504,25,201,83,828,160,196,170,1676,2
2209,18,306,80,582,234,201,93,108,6
3309,11,180,33,5368,197,248,189,769,1
3315,4,805,131,807,210,242,170,1084,1
2862,21,0,0,598,223,190,91,258,1
2818,11,255,45,3330,226,216,123,5200,2
2963,3,720,-57,1319,218,242,161,1681,2
2821,28,190,29,2636,249,185,46,984,2
2560,7,323,55,1050,217,225,145,1500,2
2541,33,127,56,1538,184,248,177,424,3
2997,18,234,57,1095,246,209,86,661,2
3140,9,247,42,150,232,240,139,4770,2
3089,6,524,35,2684,216,246,166,1931,2
3301,13,433,55,830,184,234,190,1411,1
3179,18,108,0,1723,212,197,116,2341,1
3245,12,216,30,3732,210,251,175,2771,1
2955,34,201,101,6189,250,168,18,4220,2
2929,9,573,170,2755,203,226,162,1206,2
2512,24,95,30,832,200,253,175,1153,2
3137,4,60,5,1358,208,240,170,680,1
2701,14,212,-95,212,219,208,120,216,1
3324,19,418,167,2479,207,253,174,967,1
3166,25,295,5,3447,147,207,195,2010,1
2684,18,60,5,1824,245,211,89,190,1
3156,14,85,24,2618,179,236,196,841,2
2901,10,618,150,983,203,222,157,2832,2
2718,2,95,4,1920,215,240,163,1116,2
3199,4,192,16,5395,214,233,157,2419,1
2523,11,127,2,553,233,241,138,1061,1
3100,19,162,2,5102,245,206,83,30,2
3092,6,170,10,3311,217,226,146,990,2
2733,5,418,17,1544,224,229,140,1884,2
2899,6,150,17,3931,213,229,154,3810,2
2909,7,240,9,5372,202,244,181,4156,2
3014,18,60,16,5493,231,201,97,4539,2
3172,27,644,109,182,136,229,227,2080,2
3259,7,781,183,1019,224,225,136,2165,2
3007,9,691,-61,1638,194,235,180,2155,2
2970,2,108,1,2490,222,236,150,1597,1
2454,16,255,4,962,180,246,205,30,6
2948,8,30,0,5313,203,230,166,2356,1
2625,11,67,-3,1176,217,249,166,840,3
3243,8,162,2,3088,234,231,129,1366,1
3032,14,459,94,2003,233,212,109,1666,2
2745,12,134,39,2618,229,245,145,2285,2
3256,11,454,43,6226,223,217,127,904,1
2773,22,268,134,272,230,189,81,1651,5
2986,8,190,30,1291,227,243,149,1060,2
2817,11,390,82,1691,194,247,191,2613,2
3001,21,404,88,4511,213,188,102,4362,1
3483,24,153,71,3154,161,249,220,1651,1
3196,14,170,14,4072,187,247,199,2147,1
3295,31,450,37,2002,125,232,237,3216,1
3200,19,360,57,4509,167,241,212,1245,1
3046,14,42,7,1642,181,240,198,1848,1
2916,11,297,56,4011,235,221,116,5769,2
2972,18,255,33,1165,234,200,90,685,2
3185,12,90,13,4400,232,215,113,3046,1
3072,9,350,46,2171,226,245,152,1550,2
2741,15,210,-6,1998,243,217,99,1024,2
2894,10,30,4,1337,237,232,125,1556,1
2820,4,30,1,2771,214,233,157,4025,2
3023,21,30,10,570,234,241,128,1019,2
2803,11,0,0,1012,234,220,117,1931,1
2912,12,600,263,864,240,231,118,451,2
3376,11,994,174,3126,231,243,142,1019,7
2962,14,175,40,4174,240,235,122,5201,2
3207,6,67,19,1465,208,231,162,902,1
2055,17,124,48,170,195,205,145,721,3
3280,27,525,103,1710,191,170,103,2230,2
3390,29,42,10,2980,133,235,234,2213,1
3029,18,300,104,1332,242,234,114,3271,1
2810,22,402,137,417,218,185,91,2483,2
3111,12,150,19,5306,233,215,112,830,1
3097,24,124,24,2706,207,251,166,1168,2
2349,25,60,19,664,148,210,198,408,3
2969,14,242,14,2203,236,213,106,2496,2
2829,13,255,63,2321,218,211,126,499,2
2152,18,0,0,693,220,199,108,964,4
3266,10,339,43,3493,195,246,189,1809,1
2822,17,90,29,2665,226,200,101,2763,2
3292,10,541,65,4201,207,250,178,2080,7
3040,13,570,140,5485,190,247,195,1120,2
2934,10,0,0,4123,193,234,181,488,1
2595,11,0,0,2089,229,245,147,2163,6
3168,9,350,39,4572,218,220,138,3330,1
2706,4,0,0,2040,226,236,145,1273,2
3154,22,402,88,5883,161,245,220,2106,2
2979,14,30,7,3419,181,233,192,1909,1
2902,23,85,28,2635,189,254,192,2248,2
3063,12,573,204,1651,206,215,146,3254,1
2954,29,67,34,2779,152,248,223,2135,2
2942,17,108,16,2467,236,241,129,1723,2
2834,14,391,104,120,208,211,138,979,2
2692,15,42,3,1550,224,206,113,1812,2
2964,6,153,16,3948,213,228,153,2167,2
2736,33,277,-25,1654,240,160,0,1412,2
2828,21,60,15,1022,186,197,144,1914,2
3183,19,67,9,716,164,225,200,2448,1
3114,21,351,41,2501,223,247,147,3302,2
3020,6,127,1,5518,204,240,176,2103,2
2891,11,350,45,1839,235,219,114,2868,2
3117,14,841,344,1208,186,224,177,1259,1
2675,5,42,0,85,229,236,141,1191,2
2411,18,30,2,633,197,201,137,1230,6
